"Arquivo","Area","Imports","ImportadoPor","TemMain","SideEffects","Risco","Sugestao"
"_graveyard\_backup\backup_20260120_163057\admin\core\scanner.py","OUTRO","1","3","False","False","0","ATIVO"
"_graveyard\_backup\backup_20260120_163057\admin\core\context.py","OUTRO","3","9","False","False","0","ATIVO"
"_graveyard\_backup\backup_20260120_163057\admin\registry.py","OUTRO","4","2","False","False","0","ATIVO"
"_graveyard\quarentena\legacy\20260120_151252\tools\maintenance\maintenance_runner.py","OUTRO","4","3","False","False","0","ATIVO"
"_graveyard\quarentena\legacy\20260120_151252\tools\engine\base_tool.py","OUTRO","1","18","False","False","0","ATIVO"
"_graveyard\_backup\backup_20260120_163057\admin\dashboard.py","OUTRO","4","3","True","False","0","ATIVO"
"_graveyard\_backup\backup_20260120_163057\admin\base.py","OUTRO","1","9","False","False","0","ATIVO"
"_graveyard\quarentena\legacy\20260120_151252\tools\engine\runner.py","OUTRO","2","3","False","False","0","ATIVO"
"_graveyard\_backup\backup_20260120_163057\.quarantine\ui\consolidacao_mensal_window.py","OUTRO","4","3","False","False","0","ATIVO"
"_graveyard\_backup\backup_20260120_163822\ui\stores\config_store.py","OUTRO","2","9","False","False","0","ATIVO"
